# Constructed from biom file
#OTU ID	MN	MT	SM	TA	TC	TL
Unassigned;Other	0.016839332748	0.00664131775421	0.00202922077922	0.0011703198145	0.0051463305692	0.0124095635092
k__Bacteria;p__Acidobacteria	0.0	6.56833624043e-05	5.20313020313e-05	0.00120313251958	0.000349562076399	0.0021401306438
k__Bacteria;p__Actinobacteria	3.51185250219e-05	0.0	8.32500832501e-05	0.00054687841799	0.000485502883887	0.00103812307348
k__Bacteria;p__Armatimonadetes	5.26777875329e-05	1.45963027565e-05	0.000457875457875	0.00567659797874	0.000252461499621	0.00833692683628
k__Bacteria;p__Bacteroidetes	0.00618086040386	0.0274337510309	0.00990675990676	0.107800673754	0.011419027829	0.233114528932
k__Bacteria;p__Chloroflexi	3.51185250219e-05	0.00125528203706	0.000707625707626	0.00567659797874	0.000291301730332	0.0211777106991
k__Bacteria;p__Cyanobacteria	0.000158033362599	0.00445187234074	0.00207084582085	0.0226298289364	0.00477734837745	0.0569690000479
k__Bacteria;p__Firmicutes	0.13601404741	0.0	4.1625041625e-05	0.0	0.0	0.000111797869452
k__Bacteria;p__Fusobacteria	0.000421422300263	0.0	0.0	0.0	0.0	0.000239566863111
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	0.000312187812188	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.198700614574	2.9192605513e-05	6.24375624376e-05	0.00103906899418	0.0	0.00108603644611
k__Bacteria;p__Planctomycetes	5.26777875329e-05	0.00102174119296	0.000187312687313	0.00498753117207	0.000932165537063	0.00463162602016
k__Bacteria;p__Proteobacteria	0.641510096576	0.959086563373	0.984088827839	0.847924049525	0.976268619036	0.657627010365
k__Bacteria;p__SAR406	0.0	0.0	0.0	0.00056875355471	7.76804614219e-05	0.000159711242074
k__Bacteria;p__TM6	0.0	0.0	0.0	0.000459377871112	0.0	0.000175682366282
k__Bacteria;p__Verrucomicrobia	0.0	0.0	0.0	0.000317189482434	0.0	0.000782585086164
