# Constructed from biom file
#OTU ID	MN	MT	SM	TA	TC	TL
Unassigned;Other;Other	0.016839332748	0.00664131775421	0.00202922077922	0.0011703198145	0.0051463305692	0.0124095635092
k__Bacteria;p__Acidobacteria;c__DA052	0.0	3.64907568913e-05	3.12187812188e-05	0.000645316533228	0.000194201153555	0.00143740117867
k__Bacteria;p__Acidobacteria;c__Solibacteres	0.0	2.9192605513e-05	2.08125208125e-05	0.00055781598635	0.000155360922844	0.000702729465127
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	3.51185250219e-05	0.0	8.32500832501e-05	0.00054687841799	0.000485502883887	0.00103812307348
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	5.26777875329e-05	1.45963027565e-05	0.000457875457875	0.00567659797874	0.000252461499621	0.00833692683628
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.00114135206321	0.0	0.0	0.0	0.0	0.00113394981873
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.000228270412643	0.0	3.12187812188e-05	0.00414533840837	0.000524343114598	0.00405666554869
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.00407374890255	0.0	0.00156093906094	0.000973443584022	0.000174781038199	0.00790570648268
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	0.0	0.0	0.0	0.0	0.0	0.00209221727117
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.000737489025461	0.0274337510309	0.0083146020646	0.102681891762	0.0107199036762	0.21792598981
k__Bacteria;p__Chloroflexi;c__Anaerolineae	0.0	0.0	0.0	0.000404690029313	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria	3.51185250219e-05	0.00125528203706	0.000707625707626	0.00527190794942	0.000291301730332	0.0211777106991
k__Bacteria;p__Cyanobacteria;c__4C0d-2	0.000140474100088	0.00360528678086	0.00125915750916	0.0162860392877	0.00337910007185	0.042882468497
k__Bacteria;p__Cyanobacteria;c__Chloroplast	1.7559262511e-05	0.000846585559878	0.000478687978688	0.00634378964869	0.00139824830559	0.014086531551
k__Bacteria;p__Cyanobacteria;c__ML635J-21	0.0	0.0	0.000333000333	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia	0.13601404741	0.0	4.1625041625e-05	0.0	0.0	0.000111797869452
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	0.000421422300263	0.0	0.0	0.0	0.0	0.000239566863111
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2	0.0	0.0	0.000312187812188	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.198700614574	2.9192605513e-05	6.24375624376e-05	0.00103906899418	0.0	0.00108603644611
k__Bacteria;p__Planctomycetes;c__BD7-11	0.0	0.000729815137826	0.000124875124875	0.00316095725598	0.000699124152797	0.00311436922045
k__Bacteria;p__Planctomycetes;c__Planctomycetia	5.26777875329e-05	0.00029192605513	6.24375624376e-05	0.00182657391609	0.000233041384266	0.00151725679971
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.04405618964	0.0954452237248	0.0199071761572	0.162751017194	0.0360631542151	0.404772171913
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	1.7559262511e-05	0.00329876442297	0.000624375624376	0.00251564072275	0.000504922999243	0.0113874115599
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.0133801580334	0.000598448413017	0.000291375291375	0.000623441396509	0.0	0.00148531455129
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.339332748025	9.48759679173e-05	0.000145687645688	0.0021765761036	0.000330141961043	0.000814527334579
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.244723441615	0.859649250845	0.96312021312	0.679857374109	0.93937039986	0.239167585006
k__Bacteria;p__SAR406;c__AB16	0.0	0.0	0.0	0.00056875355471	7.76804614219e-05	0.000159711242074
k__Bacteria;p__TM6;c__SJA-4	0.0	0.0	0.0	0.000459377871112	0.0	0.000175682366282
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.0	0.0	0.0	0.000317189482434	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5	0.0	0.0	0.0	0.0	0.0	0.000782585086164
