# Constructed from biom file
#OTU ID	MN	MT	SM	TA	TC	TL
Unassigned;Other;Other;Other;Other;Other	0.016839332748	0.00664131775421	0.00202922077922	0.0011703198145	0.0051463305692	0.0124095635092
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__;g__	0.0	3.64907568913e-05	3.12187812188e-05	0.000645316533228	0.000194201153555	0.00143740117867
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__	0.0	2.9192605513e-05	2.08125208125e-05	0.00055781598635	0.000155360922844	0.000702729465127
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OCS155;g__	3.51185250219e-05	0.0	8.32500832501e-05	0.00054687841799	0.000485502883887	0.00103812307348
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__Fimbriimonas	5.26777875329e-05	1.45963027565e-05	0.000457875457875	0.00567659797874	0.000252461499621	0.00833692683628
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	0.00114135206321	0.0	0.0	0.0	0.0	0.00113394981873
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__;g__	0.0	0.0	0.0	0.000437502734392	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__	5.26777875329e-05	0.0	3.12187812188e-05	0.00145469659185	0.0	0.00223595738904
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga	0.00017559262511	0.0	0.0	0.00225313908212	0.000524343114598	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__Candidatus Amoebophilus	0.0	0.0	0.0	0.0	0.0	0.00114992094294
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__SC3-56	0.0	0.0	0.0	0.0	0.0	0.000670787216712
