# Constructed from biom file
#OTU ID	MN12	MN13	MN15	MT209	MT210	MT213	SM2	SM4	SM5	T1	T2	T9	TL1	TL2	TL3	TS4	TS6	TS8
Unassigned;Other	0.0052780395853	0.0135058017881	0.0317651184929	0.00758542812255	0.000251414204903	0.01045832596	0.00110545035086	0.00601766890017	0.000257624062087	0.000297825871141	0.00153877718506	0.00205436156764	0.00985382711437	0.00990147541787	0.0175008413866	0.00481625969272	0.00842539895101	0.00109306683323
k__Bacteria;p__Acidobacteria	0.0	0.0	0.0	0.0	0.000100565681961	8.84799150593e-05	0.0	4.26785028381e-05	0.000128812031044	0.000992752903802	0.00148748461223	0.00129582806574	0.00261523373652	4.9017205039e-05	0.00370210106255	0.000288975581563	0.000278986720232	0.000546533416615
k__Bacteria;p__Actinobacteria	0.0	0.0	0.000100205421113	0.0	0.0	0.0	9.61261174661e-05	0.000128035508514	3.22030077609e-05	4.96376451901e-05	0.00205170291342	0.000252844500632	0.00214822771214	0.000833292485662	9.61584691572e-05	0.00101141453547	0.000223189376186	0.0
k__Bacteria;p__Armatimonadetes	4.71253534402e-05	6.34075201319e-05	5.01027105566e-05	0.0	5.02828409805e-05	0.0	2.40315293665e-05	0.00183517562204	0.0	0.00322644693736	0.00584735330324	0.00869152970923	0.0105076355485	0.00583304739964	0.00855810375499	0.000481625969272	0.000167392032139	0.0
k__Bacteria;p__Bacteroidetes	0.00772855796418	0.00215585568448	0.00771581742572	0.0333611547526	0.00492771841609	0.0390019465581	0.00526290493127	0.0302163800094	0.000805075194023	0.0924749329892	0.1380283135	0.108691529709	0.259141642927	0.17626586932	0.262079907688	0.0215286808265	0.00373842205111	0.00577763897564
k__Bacteria;p__Chloroflexi	9.42507068803e-05	0.0	0.0	0.00387863315004	0.000201131363922	0.000106175898071	0.000504662116697	0.0014510690965	0.000418639100892	0.00290380224362	0.000923266311038	0.0121365360303	0.0184000373605	0.0207342777315	0.0244723304005	0.000674276356981	0.0	7.80762023735e-05
k__Bacteria;p__Cyanobacteria	4.71253534402e-05	0.000190222560396	0.000250513552783	0.00942655145326	0.00216216216216	0.00247743762166	0.000432567528598	0.00755409500235	0.000128812031044	0.0204258909957	0.0241588018055	0.0244943109987	0.07317984402	0.0436253124847	0.0533679503822	0.0104031209363	0.00106014953688	0.000858838226109
k__Bacteria;p__Firmicutes	0.125966069746	0.271574408725	0.0395811413397	0.0	0.0	0.0	7.20945880996e-05	0.0	3.22030077609e-05	0.0	0.0	0.0	0.0	9.80344100779e-05	0.000240396172893	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria	0.00108388312912	0.0	5.01027105566e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000721188518679	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128035508514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0191800188501	0.149388117431	0.428528483391	0.0	5.02828409805e-05	3.53919660237e-05	9.61261174661e-05	0.0	6.44060155218e-05	0.00156358582349	0.00164136233073	0.0	0.0	0.00323513553257	9.61584691572e-05	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	4.71253534402e-05	0.0	0.000100205421113	0.000785545954438	0.0	0.00191116616528	0.000216283764299	0.000384106525543	0.0	0.00210959992058	0.00784776364382	0.00689001264223	0.00219492831458	0.00161756776629	0.0100966392615	0.00221547945865	0.000111594688093	0.0
k__Bacteria;p__Proteobacteria	0.840527803959	0.563122186291	0.491858309535	0.944962686567	0.992256442489	0.945921075916	0.992189752956	0.951090435748	0.99813222555	0.875235778815	0.81385925318	0.834134007585	0.621958623266	0.734571834714	0.618875907496	0.958580166643	0.985771677268	0.991645846346
k__Bacteria;p__SAR406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48188225951e-05	0.00261592121461	0.0	0.0	0.00049017205039	0.0	0.0	0.000223189376186	0.0
k__Bacteria;p__TM6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132743362832	0.0	0.000343120435273	0.000192316938314	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000694927032662	0.0	3.1605562579e-05	0.0	0.00240184304691	0.0	0.0	0.0	0.0
