Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
MT	TL	6.10987	0.823347745528	9.63711933333	0.434282234713	-5.35878373402	1.0
MN	MT	6.83685333333	0.716107723383	6.10987	0.823347745528	0.942184872144	1.0
MN	TA	6.83685333333	0.716107723383	9.56853	0.223971211096	-5.14873290375	1.0
TC	TA	7.14788466667	0.834984431863	9.56853	0.223971211096	-3.95986722035	0.435
MN	SM	6.83685333333	0.716107723383	5.59568	1.81890530761	0.897937330459	1.0
MN	TC	6.83685333333	0.716107723383	7.14788466667	0.834984431863	-0.399875494965	1.0
TL	TC	9.63711933333	0.434282234713	7.14788466667	0.834984431863	3.74035639673	0.405
TL	SM	9.63711933333	0.434282234713	5.59568	1.81890530761	3.05634343997	1.0
MT	SM	6.10987	0.823347745528	5.59568	1.81890530761	0.364210659378	1.0
SM	TC	5.59568	1.81890530761	7.14788466667	0.834984431863	-1.0968048245	1.0
MT	TC	6.10987	0.823347745528	7.14788466667	0.834984431863	-1.25184703763	1.0
TL	TA	9.63711933333	0.434282234713	9.56853	0.223971211096	0.198512111337	1.0
MN	TL	6.83685333333	0.716107723383	9.63711933333	0.434282234713	-4.72854902936	0.99
MT	TA	6.10987	0.823347745528	9.56853	0.223971211096	-5.73241874428	0.93
SM	TA	5.59568	1.81890530761	9.56853	0.223971211096	-3.06576838673	1.0
