Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
MT	TL	0.744380501709	0.0347591022486	0.897951664632	0.0197900646374	-5.42982889812	1.0
MN	MT	0.850266210124	0.0423595896824	0.744380501709	0.0347591022486	2.73280513292	0.42
MN	TA	0.850266210124	0.0423595896824	0.940822618815	0.00935744327493	-2.95213566697	1.0
TC	TA	0.818871866862	0.0240164515251	0.940822618815	0.00935744327493	-6.69114526915	1.0
MN	SM	0.850266210124	0.0423595896824	0.756584486491	0.0311200230279	2.52055326799	1.0
MN	TC	0.850266210124	0.0423595896824	0.818871866862	0.0240164515251	0.911778181549	1.0
TL	TC	0.897951664632	0.0197900646374	0.818871866862	0.0240164515251	3.59372590495	1.0
TL	SM	0.897951664632	0.0197900646374	0.756584486491	0.0311200230279	5.42097954766	1.0
MT	SM	0.744380501709	0.0347591022486	0.756584486491	0.0311200230279	-0.369932300024	1.0
SM	TC	0.756584486491	0.0311200230279	0.818871866862	0.0240164515251	-2.24086803278	1.0
MT	TC	0.744380501709	0.0347591022486	0.818871866862	0.0240164515251	-2.49346702692	1.0
TL	TA	0.897951664632	0.0197900646374	0.940822618815	0.00935744327493	-2.76959288694	1.0
MN	TL	0.850266210124	0.0423595896824	0.897951664632	0.0197900646374	-1.44237332995	1.0
MT	TA	0.744380501709	0.0347591022486	0.940822618815	0.00935744327493	-7.71769893855	1.0
SM	TA	0.756584486491	0.0311200230279	0.940822618815	0.00935744327493	-8.01786882177	1.0
