Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
MT	TL	0.998141106886	0.000569950889759	0.998272074356	0.000651243254228	-0.214017162677	1.0
MN	MT	0.99721166033	0.000547591102491	0.998141106886	0.000569950889759	-1.66304368118	1.0
MN	TA	0.99721166033	0.000547591102491	0.997621461766	0.000344207529554	-0.896038060055	1.0
TC	TA	0.997258132657	0.000255658897471	0.997621461766	0.000344207529554	-1.1983807851	1.0
MN	SM	0.99721166033	0.000547591102491	0.998310097169	5.9747087414e-05	-2.82009595135	1.0
MN	TC	0.99721166033	0.000547591102491	0.997258132657	0.000255658897471	-0.108751095775	1.0
TL	TC	0.998272074356	0.000651243254228	0.997258132657	0.000255658897471	2.04956095758	1.0
TL	SM	0.998272074356	0.000651243254228	0.998310097169	5.9747087414e-05	-0.0822235028424	1.0
MT	SM	0.998141106886	0.000569950889759	0.998310097169	5.9747087414e-05	-0.41702882806	1.0
SM	TC	0.998310097169	5.9747087414e-05	0.997258132657	0.000255658897471	5.66641280966	1.0
MT	TC	0.998141106886	0.000569950889759	0.997258132657	0.000255658897471	1.99901631707	1.0
TL	TA	0.998272074356	0.000651243254228	0.997621461766	0.000344207529554	1.24910494245	1.0
MN	TL	0.99721166033	0.000547591102491	0.998272074356	0.000651243254228	-1.76249964811	1.0
MT	TA	0.998141106886	0.000569950889759	0.997621461766	0.000344207529554	1.10372733324	1.0
SM	TA	0.998310097169	5.9747087414e-05	0.997621461766	0.000344207529554	2.78764876864	1.0
