Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
MT	TL	7.83333333333	0.694422221867	9.3	1.63910544709	-1.16517971093	1.0
MN	MT	15.5	1.3638181697	7.83333333333	0.694422221867	7.08447269179	1.0
MN	TA	15.5	1.3638181697	10.6666666667	3.72588542795	1.72277565489	1.0
TC	TA	16.5666666667	1.68588914885	10.6666666667	3.72588542795	2.04028651597	1.0
MN	SM	15.5	1.3638181697	9.16666666667	2.6637484032	2.9929611386	1.0
MN	TC	15.5	1.3638181697	16.5666666667	1.68588914885	-0.695652173913	1.0
TL	TC	9.3	1.63910544709	16.5666666667	1.68588914885	-4.37050182172	1.0
TL	SM	9.3	1.63910544709	9.16666666667	2.6637484032	0.0602885685248	1.0
MT	SM	7.83333333333	0.694422221867	9.16666666667	2.6637484032	-0.684987745251	1.0
SM	TC	9.16666666667	2.6637484032	16.5666666667	1.68588914885	-3.31972475528	1.0
MT	TC	7.83333333333	0.694422221867	16.5666666667	1.68588914885	-6.77384873893	1.0
TL	TA	9.3	1.63910544709	10.6666666667	3.72588542795	-0.474822080977	1.0
MN	TL	15.5	1.3638181697	9.3	1.63910544709	4.11206650105	1.0
MT	TA	7.83333333333	0.694422221867	10.6666666667	3.72588542795	-1.0572270146	1.0
SM	TA	9.16666666667	2.6637484032	10.6666666667	3.72588542795	-0.463155170396	1.0
