Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
MT	TL	2.52938889629	0.53907997917	4.27861550222	0.12129372425	-4.47696684504	0.57
MN	MT	3.90462180196	0.371224489565	2.52938889629	0.53907997917	2.97138548324	1.0
MN	TA	3.90462180196	0.371224489565	4.4536034743	0.127076396216	-1.97867510139	1.0
TC	TA	2.6003967169	0.723328722151	4.4536034743	0.127076396216	-3.56863707963	0.375
MN	SM	3.90462180196	0.371224489565	2.25231430194	0.597725856538	3.32098187123	0.36
MN	TC	3.90462180196	0.371224489565	2.6003967169	0.723328722151	2.26862573658	0.45
TL	TC	4.27861550222	0.12129372425	2.6003967169	0.723328722151	3.23598201643	0.285
TL	SM	4.27861550222	0.12129372425	2.25231430194	0.597725856538	4.69844686906	0.15
MT	SM	2.52938889629	0.53907997917	2.25231430194	0.597725856538	0.486814235777	1.0
SM	TC	2.25231430194	0.597725856538	2.6003967169	0.723328722151	-0.524610737957	1.0
MT	TC	2.52938889629	0.53907997917	2.6003967169	0.723328722151	-0.111316418812	1.0
TL	TA	4.27861550222	0.12129372425	4.4536034743	0.127076396216	-1.40870860655	1.0
MN	TL	3.90462180196	0.371224489565	4.27861550222	0.12129372425	-1.35430407878	1.0
MT	TA	2.52938889629	0.53907997917	4.4536034743	0.127076396216	-4.91328802755	1.0
SM	TA	2.25231430194	0.597725856538	4.4536034743	0.127076396216	-5.09437167647	0.435
